id,Name,href,comunidad,provincia,municipio,descripcion,direccion,latitude,longitude
66,Fuente de Neptuno,/es/lugares-interes/fuente-neptuno/,Comunidad de Madrid,Madrid,Madrid,"Muy cerca de la fuente de Neptuno, lugar en el que se celebran los grandes triunfos del equipo de fútbol del Atlético de Madrid, se sitúan numerosos edificios emblemáticos de la villa, como el hotel Palace, el palacio de Villahermosa, el Museo del Prado, el hotel Ritz, el Congreso de los Diputados y, más al fondo, la iglesia de San Jerónimo el Real.","['Plaza de Cánovas del Castillo, s/n.']",40.4152575770574,-3.6941520137601187
67,Fuente de los Peregrinos,/es/lugares-interes/fuente-peregrinos/,La Rioja,La Rioja,Logroño,"La fuente, construida en piedra, está formada por un arco rebajado entre dos pilares, friso y frontón. El año 1675 puede ser el de su reconstrucción, puesto que la obra es más antigua. Se la conoce popularmente con varias denominaciones “Fuente de Santiago, del Peregrino o del Camino”. Tras una completa restauración fue inaugurada el 18 de diciembre de 1986.",['Calle Barriocepo'],42.467585799999995,-2.4480779
68,Fuente del Rey,/es/lugares-interes/fuente-rey/,Andalucía,Córdoba,Priego de Córdoba,"Se comenzó a construir en el siglo XVI y se terminó en el siglo XIX. Fue diseñada en estilo barroco por Remigio del Mármol. Tiene forma alargada, con tres estanques de distinto nivel. La figura central del monumento lo constituye la escultura de Neptuno y Anfítrite que cabalgan sobre un carro tirado por caballos. Posee 139 caños. Fue declarada Monumento Nacional.",['Calle del Río'],37.451943173376996,-4.15447283152493
69,Fuente del Romero,/es/lugares-interes/fuente-romero/,Castilla y León,León,Bercianos del Real Camino,"Se situa a kilómetro y medio del pueblo, en el Valle del Olmo.","['24325', 'Bercianos del Real Camino,', 'León', '(Castilla y León)']",42.387603999999996,-5.1443884
70,Fuente del Torico,/es/lugares-interes/fuente-torico/,Aragón,Teruel,Teruel,"La primitiva fuente que se construyó en este lugar eran unos aljibes y databa de 1375, aunque fue sustituida dos veces para que en 1858 se erigiera la actual. Esta fuente tiene una gran columna que está coronada por un toro de reducido tamaño, de ahí que se le denomine Fuente del Torico.",['Plaza de Carlos Castel o del Torico s/n'],40.34044325589869,-1.11766105939707
71,Fuente de Villafría,/es/lugares-interes/fuente-villafria/,Castilla y León,Burgos,Burgos,Junto a la iglesia se encuentra esta construcción rematada con un original cuerpo piramidal.,"['09192', 'Villafría,', 'Burgos', '(Castilla y León)']",42.3473553,-3.6223626
72,Fuerte Fusilero,/es/lugares-interes/fuerte-fusilero/,Aragón,Huesca,-,"Pequeño fuerte fusilero del siglo XIX levantado en la margen derecha del río Aragón, junto al puente de Berdún, para vigilancia y control del contrabando.","['Martes,', '-,', 'Huesca', '(Aragón)']",42.57285770000001,-0.8912085
73,Fuerte de Guadalupe,/es/lugares-interes/fuerte-guadalupe/,País Vasco,Gipuzkoa,Hondarribia,"Esta fortaleza está situada en el monte Jaizkibel (545 m), cerca del santuario de Guadalupe. La construcción comenzó en 1890 y culminó 10 años más tarde. Durante la Guerra Civil funcionó como prisión y, posteriormente, fue cuartel hasta finales de la década de los 80.",['Carretera de Jaizkibel'],43.3647321,-1.7973124
74,El Generalife,/es/lugares-interes/generalife/,Andalucía,Granada,Granada,"El efecto de gran vergel se consiguió desviando el río Darro por canales hasta el Generalife. El Patio de la Acequia es de una gran belleza y colorido, y sirve de entrada al recinto. El edificio tiene dos cuerpos situados en los extremos de un gran patio, con una alberca en el centro. En la ladera del Cerro del Sol se enclava el patio de recreo del Generalife, que se construyó a lo largo de los siglos XIII y XIV. Las vistas que se contemplan son de extraordinaria belleza.","['Paseo del Generalife, s/n.']",37.174082,-3.587352499999952
75,La Giralda,/es/lugares-interes/giralda/,Andalucía,Sevilla,Sevilla,"La parte decorada con ladrillo es obra del arquitecto Alí de Gómara. Se puede subir por rampas hasta el campanario, donde se ven unas extraordinarias vistas de la ciudad. Al lado está el Patio de los Naranjos, de estilo almohade con pila visigótica.","['Avenida de la Constitución, s/n.']",37.38617602062677,-5.992491191417907
76,Gran Teatre del Liceu,/es/lugares-interes/gran-teatre-liceu/,Cataluña,Barcelona,Barcelona,"Fue construido sobre el Convento de los Trinitarios, situado en el centro de las Ramblas, que fue ampliado para dar cabida a todas las actividades que el Liceu necesitaba. Fue construido por Miquel Garriga i Roca iniciándose las obras en 1845 y terminándose en 1847. La planta de la sala es de arco de herradura y cuando se construyó era uno de los teatros europeos más grandes de la época. En 1861 un incendio destruyó la sala y el escenario, siendo reconstruido por Josep Oriol Mestres que suprimió el anfiteatro del segundo piso. La fachada original se reformó en 1875. En 1994 sufrió un gran incendio que destruyó el edificio, del que sólo quedó el vestíbulo y el arco de herradura. Fue reconstruido dejando lo que no se había quemado y recreando la sala como en la construcción original.","['Rambla de las Flores, 51-59']",41.38020068024339,2.1732876985417966
77,Gran Teatro de Córdoba,/es/lugares-interes/gran-teatro-cordoba/,Andalucía,Córdoba,Córdoba,"El Gran Teatro de Córdoba obra del arquitecto Amadeo Rodríguez, se inauguró el 13 de abril de 1873 con la puesta en escena de la zarzuela Marta, a cargo de la Compañía Marimón. Hasta el Año 1970, año en que fue cerrado, sufrió diversas remodelaciones que no afectaron esencialmente a su configuración original. Tras una solicitud de derribo por parte de sus propietarios, se hizo cargo del mismo el Ayuntamiento de Córdoba en 1982, y tras declarar el inmueble de interés histórico-artístico, encargó el proyecto de remodelación actual al arquitecto José A. Gómez Luengo. Representaciones de teatro, danza, música clásica y ópera.","['Avenida de Gran Capitán, 3']",37.8854542094934,-4.78201497351131
78,La Gruta de las Maravillas,/es/lugares-interes/gruta-las-maravillas/,Andalucía,Huelva,Aracena,"Es un complejo subterráneo de gran belleza y vistosidad, entre otras razones, por su longitud, la extensión de sus lagos y la abundancia y variedad de las formaciones que posee. La primera referencia histórica sobre la Gruta de las Maravillas data de 1850. Se abrió al público en 1914, convirtiéndose así en una de las primeras cuevas turísticas de España. Esta gruta es una cavidad freática donde se combinan formaciones de estalactitas y estalagmitas formando bellos salones. Algunos de los más significativos son el de los Brillantes, el del Gran Lago y el de los Desnudos, sin olvidar las salas de las Conchas, Esmeralda y de la Cristalería de Dios.","['Pozo de la Nieve, s/n.']",37.89147112062311,-6.565116714873999
79,Hornito de Santa Eulalia,/es/lugares-interes/hornito-santa-eulalia/,Extremadura,Badajoz,Mérida,"Fue edificada en el siglo XVII y en su portada se añadieron restos del templo de Marte. Son dos columnas de mármol, dos capiteles corintios y relieves que representan motivos florales y medallones con cabeza de medusa. También tiene escenas de guerra y dos inscripciones en el friso, una de época romana y otra posterior que indica que la capilla se dedica a Santa Eulalia patrona de Mérida y no al Dios Marte.",['Avenida Extremadura s/n'],38.92003153844339,-6.34314059978922
80,Hospital de la Caridad,/es/lugares-interes/hospital-caridad/,Andalucía,Sevilla,Sevilla,"Lo más relevante de este edificio barroco de planta rectangular es su Capilla, situada en la zona Noroeste de la construcción, donde se encuentran varias obras de Valdés Leal, entre ellas las famosas “Postrimerías”. También hay alguna obra de Murillo. En el anteprebisterio la decoración de la cúpula está realizada en yesería y pintura mural. El resto del edificio se compone de patios interiores rodeados de dependencias.","['Calle Temprado, 3']",37.3839220295988,-5.995633999578563
81,Hospital del Rey,/es/lugares-interes/hospital-rey-burgos/,Castilla y León,Burgos,Burgos,"Fue fundado por el rey Alfonso VIII en el siglo XII para atender a los peregrinos del Camino de Santiago. Lo custodiaba la abadesa del Monasterio de las Huelgas. En un primer momento era de estilo cisterciense pero después se le realizó una reforma por deseo de Carlos I. Destaca la puerta de Romanos, de estilo plateresco, por donde se accede a la Facultad de Derecho y el rectorado de la Universidad de Burgos. Dentro de la iglesia son interesantes las puertas de madera con motivos jacobeos del siglo XVI. Entre esas imágenes aparece una peregrina que amamanta a su hijo mientras camina.","['Plaza Sobrado, s/n.']",42.340689923441,-3.72775757584575
82,Hospital del Rey,/es/lugares-interes/hospital-rey-melilla/,Melilla,Melilla,Melilla,"Está situado en la conocida “Melilla Vieja”. Levantado en el siglo XVIII en el interior del recinto amurallado. En la actualidad se ha convertido en sede del Archivo Central y Servicio de Publicaciones, además de sala de exposiciones temporales.","['Plaza de la Parada, 1']",35.2934681463877,-2.9496114516033796
83,Hospital de San Antonio Abad,/es/lugares-interes/hospital-san-antonio-abad/,Castilla y León,Burgos,Villafranca Montes de Oca,Tras su portada de los siglos XV-XVI se encuentra el patio con restos del siglo XV. Actualmente es un albergue de peregrinos.,"['Hospital, 5']",42.3865073,-3.3093468
84,Hospital de San Carlos de Aranjuez,/es/lugares-interes/hospital-san-carlos-aranjuez/,Comunidad de Madrid,Madrid,Aranjuez,"El edificio fue mandado construir por Carlos III bajo la dirección de Manuel Serrano en el siglo XVIII y fue ampliado en época de la reina Isabel II. Cumplía la función de hospital para los empleados reales y los residentes en el Real Sitio de Aranjuez. La construcción se organiza en torno a dos patios. En su fachada de ladrillo destaca la portada, con superposición de frontones curvos y triangulares y rematada en un frontón triangular inscrito en un arco de medio punto. En la actualidad es sede de algunas dependencias del Ayuntamiento y de los fondos del Archivo Histórico de Aranjuez.",['Calle de la Concha s/n'],40.02998243938936,-3.601356055225333
85,Hospital de San Juan de Dios,/es/lugares-interes/hospital-san-juan-dios/,Extremadura,Badajoz,Mérida,"Este antiguo hospital es actualmente sede del Parlamento regional. Conserva la iglesia de planta octogonal cubierta con cúpula. La portada es de medio punto, tiene pilastras adosadas y molduras de yeso y ladrillo. El claustro es de planta cuadrada con doble arquería. Sede de la Asamblea de Extremadura.","['Plaza de San Juan de Dios, s/n.']",38.91741002606109,-6.347603306745894
86,Hospital de San Juan,/es/lugares-interes/hospital-san-juan/,Castilla y León,Burgos,Hontanas,El edificio ha sido rehabilitado y transformado en albergue de peregrinos. Conserva en su interior un arco apuntado que formaba parte de la portada del antiguo hospital.,"['C/ Real, 26']",42.3130262,-4.045938
87,Hospital de Sancti Spiritus,/es/lugares-interes/hospital-sancti-spiritus/,Castilla y León,Burgos,Hornillos del Camino,Actualmente recuerda su uso asistencial y hospitalario el cáliz con las llaves cruzadas en relieve en el dintel de la portada.,['Pza. San Román (Junto a la iglesia)'],42.3383047,-3.9253568999999997
88,Hospital de la Santa Creu y Sant Pau,/es/lugares-interes/hospital-santa-creu-sant-pau/,Cataluña,Barcelona,Barcelona,"Tiene su origen en 1401, tras la fusión de seis hospitales que existían en Barcelona. Con el crecimiento de la ciudad en el siglo XIX, se plantea la construcción de un nuevo edificio. El nuevo hospital es uno de los edificios civiles más importantes del modernismo catalán. El edificio fue proyectado y construido por el arquitecto Lluís Domènech i Montaner.",['Sant Pau Recinte Modernista'],41.4114167368712,2.17443754679422
89,Hospital de Santiago,/es/lugares-interes/hospital-santiago/,Andalucía,Jaén,Úbeda,"Se le considera “El Escorial andaluz”. Es posiblemente la obra más completa de Vandelvira, con una sobria fachada que contrasta con un interior sorprendente. Especial atención merece su capilla.","['Calle Cristo Rey, s/n']",37.9930741792406,-3.3093199147713594
90,Hospital de los Venerables,/es/lugares-interes/hospital-los-venerables/,Andalucía,Sevilla,Sevilla,"El fundador de este hospital del siglo XVII fue Justino de Neve. Es de estilo barroco y se compone de dos zonas. En la primera, la residencia realizada por Leonardo de Figueroa, se encuentran originales elementos, como las galerías dispuestas en círculo y decoradas con azulejos que conducen hasta la fuente o la escalinata cubierta por bóveda elíptica y ornamentada con yesería barroca. La segunda parte del edificio es la iglesia de una nave y bóveda de medio cañón con lunetas y arcos fajones. En su interior encontramos obras de Valdés Leal, de las que destaca la pintura al fresco de la bóveda del presbiterio. Las creaciones de Lucas Valdés y Virgilio Maltoni ocupan el retablo mayor. Por otro lado, los relieves fueron realizados por Martínez Montañés y algunas esculturas por Pedro Roldán. En la actualidad es sede de la Fundación Focus Abengoa, y en ella se realizan exposiciones culturales y conciertos, especialmente de órgano, el que tienen en la antigua capilla.","['Plaza de los Venerables, 8']",37.385006958886926,-5.98984323100161
91,Hostal de los Reyes Católicos,/es/lugares-interes/hostal-reyes-catolicos/,Galicia,A Coruña,Santiago de Compostela,"Fue fundado en el año de 1499, y dedicado al alojamiento de los peregrinos que, terminando el recorrido por el Camino de Santiago, llegaban a su destino. Se trata de un hermosísimo edificio gótico que en la actualidad ha sido convertido en Parador de Turismo. Uno de los elementos más destacables es su bella fachada plateresca enrejada que data del siglo XVI. En ella se pueden observar, a ambos lados de la puerta, dos medallones con las efigies de los Reyes Católicos. Dispone de cuatro patios interiores. Uno de los elementos más destacables es la bellísima capilla de Enrique de Egas.","['Plaza Obradoiro, 1']",42.8803858816922,-8.54559376059337
92,Ídolo de Peña Tú,/es/lugares-interes/idolo-pena-tu/,Principado de Asturias,Asturias,Llanes,"La roca es conocida desde la antigüedad por los habitantes de los pueblos cercanos si bien no es hasta 1914 cuando se realizan las primeras investigaciones arqueológicas de la roca destacando desde el primer momento la figura que da nombre al enclave, el Ídolo.","['Puertas de Vidiago, s/n']",43.3972998,-4.687105
